YEAR,TYPE,TITLE_EN,IMAGES/PDF,VIDEOS,AUDIO,TITLE_FR,ARTISTS,DESCRIPTION_EN,DESCRIPTION_FR,RECURRING_TITLE_EN,RECURRING_TITLE_FR,RECURRING_DESCRIPTION_EN,RECURRING_DESCRIPTION_FR,,COMMENTS
2009,EVENT,Ms. Guided #4 Launch Party ,x,,,Soirée de Lancement du Ms. Guided #4,"Soki Soki
Lizz King
Gambletron 
", ,,,,,,,
2011,EVENT,Music Hack Day,x,,,"Music Hack Day
",,"For the first time in the event’s history, Montreal hosts Music Hack Day.

A weekend full of music, software and hardware hacking, where art and the web meet up to build the future of music. Over the course of one weekend, 150 developers, designers and artists will team up to make their musical ideas a reality. Incredible talents will modify (hack) software and hardware, build websites and musical instruments, toy with video game systems and even sheet music to create new and exciting products.","Pour la première fois depuis la création de cet événement, Montréal reçoit Music Hack Day.

Un week-end de hacking de musique et de programmes informatiques par lesquels l’art et le web se rencontrent pour déterminer le futur de la musique.

150 programmeurs, concepteurs et artistes, collaboreront pour concrétiser leurs idées musicales.

Ils modifieront (hack) du software et hardware, développeront des sites web et des instruments musicaux, expérimenteront avec des systèmes de jeux vidéo afin de créer de nouveaux produits excitants.",,,,,,
2015,EVENT,Never Apart Off-Site #1,x,,,Never Apart Off-Site #1,"DJ STINGRAY 313
TEMPLE DJS
NVA
","Eastern Bloc is pleased to present the very first NVA Off-Site steps away from Never Apart, with the appearance of DJ STINGRAY 313, a Detroit underground legend, followed by TEMPLE DJs. NVA, the musical division of Montreal-based culture centre Never Apart, seeks to create high concept experiences utilizing the city’s array of exciting event spaces.

","Eastern Bloc accueille Never Apart pour son tout premier événement hors-les-murs dans le cadre de sa programmation d’été 2015 de NVA, la division musicale de Never Apart, avec la prestation de DJ STINGRAY 313, légende de la musique underground de Détroit, suivi de TEMPLE DJs. NVA se donne pour but de créer des expériences hautement conceptuelles et dynamiques en tirant profit de la panoplie d’espaces événementiels hors du commun que la ville de Montréal à offrir.

",,,,,,
2012,EVENT,NEW GRAMMARS BOARD,x,,,NEW GRAMMARS BOARD,"Ashkan Behzadi
Fjola Evans
Stephen Spencer
Nicholas Esterer","Previously Generic Media Group, New Grammars Board is a materialist research and development agency for nonspecific audio and video. This evening showcases projects from the Winter and Spring of 2012.","New Grammars Board (anciennement Generic Media Group) est une agence matérialiste de recherche et de développement qui fait la promotion de produits audio et vidéo non spécifiques. Cette soirée fait montre des projets mis sur pied par le groupe depuis l'hiver 2012. 

Performances par : Ashkan Behzadi, Fjola Evans, Stephen Spencer et Nicholas Esterer
",,,,,,
2016,EVENT,Nuit Blanche : NVA x Eastern Bloc,/EVENTS/2016/Nuit_Blanche,,,Nuit Blanche : NVA x Eastern Bloc,"JOEY ANDERSON
STEFAN JOS
SIMON CHIONI
ADAM BASANTA
GAMBLETRON","Never Apart and Eastern Bloc are proud to present a collaborative Nuit Blanche experience, encompassing cutting edge installations and music from both local and international artists.

The early evening portion of the programming will begin with immersive sound installations from Montreal artists Adam Basanta and Gambletron. Basanta presents ‘A Line Listening to Itself’, a generative sound installation featuring a variable feedback loop with multiple speakers, in the atrium of Eastern Bloc’s space. Queer interdisciplinary artist Gambletron will be presenting ‘Coppice: Multi-Tonal AM Radio Theremin with Transmission’: a drone theremin that is tuned using as many radios as possible. The installation sees the artist interact by transmitting electronics and vocals into ever-morphing chords produced by radios, her body, and the omnipresent electrical waves in the air. Gambletron is accompanied by Johnny Forever on visuals.
","Never Apart, en collaboration avec Eastern Bloc, est fier de présenter une expérience Nuit Blanche qui englobe des installations et musiques de haut niveau d'artistes locaux et internationaux.

La soirée débutera avec des installations sonores immersives des artistes montréalais Adam Basanta et Gambletron. Basanta présente « A Line Listening to Itself », une installation sonore générative comportant un effet Larsen variable à plusieurs haut-parleurs dans l'atrium des locaux d'Eastern Bloc. Artiste interdisciplinaire « queer », Gambletron présentera « Coppice : Multi-Tinal AM Radio Theremin with Transmission » : un drone thérémine réglé en utilisant autant de radios que possible. L'artiste interagira par transmission électronique dans la toujours-changeante corde polyphonique produite par l'interaction de son corps, ses radios, et les ondes électriques omniprésentes dans l'air. Elle sera accompagnée de Johnny Forever aux visuels.

",Nuit Blanche,Nuit Blanche,,,,
2012,EVENT,Objet Inusité : International Summit on Audio Art,/EVENTS/2012/Objet_Inusite,,/EVENTS/2012/Objet_Inusite/audio,Objet Inusité: Innovations en concert,"LUCAS ABELA
THOMAS BÉGIN
PETER BLASSER
PETER FLEMMING
GAMBLETRON
JEAN-PIERRE GAUTHIER
JEREMY GORDANEER
DARSHA HEWITT
YANN LEGUAY
MAXIME DE LA ROCHEFOUCAULD
KEIKO UENISHI","Eastern Bloc, in collaboration with Suoni per il popolo festival, presents Objet Inusité, an international summit bringing together 15 artists and curators from Montreal and abroad, to collectively explore and discuss the audio/visual aspects of digital art through non-screen based practices. Through exploratory workshops, artist presentations and panel discussions, and site-specific installations and performances, particular emphasis is placed on audio art practices that use the ""object"" as interface, concentrating on objects of an uncommon/non-standard/residual nature.

This 4-day event, co-curated by Eliane Ellbogen and Lisa Gamble, will explore how objects, imbued with a persona, may be activated by their user to take on a life of their own, in a performative or installation context. The presented works seek to examine how the activation of these objects allow for a spontaneous, accidental materialization of the hidden persona of these otherwise inanimate objects. They look at how an object, whether of a discarded or useful nature, can take on a cultural relevance, and how that cultural relevance can be reinterpreted and re-appropriated for an artistic context.
","Eastern Bloc, en collaboration avec le festival Suoni per il popolo, présente Objet Inusité, une rencontre internationale orientée sur l'art audio - la performance et l'installation - utilisant l'objet comme interface, avec un regard particulier sur les objets inusités et la matière résiduelle. L'événement comprendra trois soirées de performance, et des ateliers et conférences le jour. Une quinzaine d'artistes et de curateurs locaux et internationaux auront l'objectif d'explorer, collectivement, les aspects audio/visuels de l'art sonore à travers des pratiques ne faisant pas appel à l'écran et à travers une programmation axée sur l'expérimentation, le dialogue, l'exploration, la participation et les pratiques in situ.

Cet événement, co-commissarié par Eliane Ellbogen et Lisa Gamble, explore comment les objets, empreints d'une certaine identité, peuvent être activés par leurs utilisateurs afin de prendre vie dans un contexte performatif ou installatif. Les projets artistiques présentés explorent les caractéristiques physiques des objets et les rendent perceptibles. Ils dévoilent une matérialisation accidentelle d’une certaine identité cachée de ceux-ci. Objet inusité s’intéresse à la manière dont les objets peuvent prendre une signification culturelle, et en quoi celle-ci peut-être réinterprétée et réappropriée dans un contexte artistique et sonore.",,,,,,
2016,EVENT,Ondulations,x,,,Ondulations,"SUZANNE CIANI
KAITLYN AURELIA SMITH
VERONICA VASICKA
MARIE DAVIDSON
YOUR FRIEND
MALIBU
LAMUSA
UHAHUH
JOHAN CAROE
MIIIN
INVISIBLE CHURCH","A night of electronic explorations with synth pioneer Suzanne Ciani, Buchla expert Kaitlyn Aurelia Smith, Minimal Wave boss, Veronica Vasicka, and Academy participants.

An adventurous electronic composer since the early ’80s, Suzanne Ciani has defied assumptions about genre and sound design ever since. A trained piano player, Ciani’s ongoing romance with the synthesizer began with her introduction to sound modulation via the Buchla, and her musical endeavours have since been devoted to coaxing sounds with feminine sensibilities out of the machines, providing a stark counterpoint to the inherent machismo of the tech world.

Kaitlyn Aurelia Smith is a direct descendant of Ciani’s exploration, honing her chops in indie-folk outfit Ever Isles before finding her true calling composing on the Buchla 100. The two linked circuits this year with a collaborative record for RVNG Intl.’s FRKWYS series.

On this night at Eastern Bloc they’re joined by a number of Academy participants, as well as Minimal Wave founder Veronica Vasicka, who will provide the starker, darker and stripped-down beat music she and her label have become known for.


","Une nuit d'exploration électronique avec la pionnière Suzanne Ciani, sa collaboratrice Kaitlyn Aurelia Smith, la dirigeante de l'étiquette Minimal Wave, Veronica Vasicka, et des participants de l'Academy.

Compositrice de musique électronique depuis le début des années 80, l'audacieuse Suzanne Ciani défie depuis toujours les idées reçues sur les genres et la conception sonore. Après une formation en piano, elle s’est éprise des synthétiseurs quand elle a découvert les modèles modulaires de Buchla. Elle a ensuite consacré sa carrière à produire avec ceux-ci des sons porteurs d’une sensibilité toute féminine, faisant un pied de nez au machisme du monde des technologies.
Les explorations de Kaitlyn Aurelia Smith découlent directement de celles de Ciani : après avoir s'être fait les dents en folk indie sous le nom d’Ever Isles, Smith a entendu l’appel du Buchla 100, avec lequel elle compose aujourd’hui.

Les deux artistes se sont réunies cette année, créant un album pour la série FRKWYS de RVNG INtl. Lors de cette soirée à l’Eastern Bloc de Montréal, elles seront rejointes par des participants de l'Academy, de même que par Veronica Vasicka qui offrira une musique plus sombre, austère et dépouillée, fidèle à ce qui a fait la réputation du label Minimal Wave, qu’elle a fondé.",,,,,,
2007,EVENT,Opening Party,/EVENTS/2007/Opening-Party,,,Fête d'ouverture,,,,,,,,,
2010,EVENT,Panorama Cinema,/EVENTS/2010/Panorama-Cinema ,,,Cinema Panorama ,"DJ XL5
Amy Schwartz",,,,,,,,
2015,EVENT,PirateBlocRadio : In Situ,/EVENTS/2015/PirateBlocRadio_E.Mouchous,,,PirateBlocRadio : In Situ ,E. Mouchous,"THIRD RADIO INTERVENTION

""Signaux"", Emilie Mouchous
Performance-intervention at Eastern Bloc

""Signaux"" is a time for listening to the waves that surround us, pierce through us, embrace us; it is a tribute to the magic of radio’s journeys. It is the anxiety of waiting and the pleasure of receiving any signal whatsoever, it is the impossibility of perfectly understanding each other, and the renunciation of deciphering the information that does not belong to us anymore. And the comforting sound of the signal eventually becomes more important than the content of the message… By making radios, synthesizers, and invented circuits interact, Emilie Mouchous sculpts sounds for radio just like one travels across the radio spectrum, opening and closing spaces. There are murmurs, voices, codes, and shadows. Despite the presence of humans, radio, on its own, continues to be alive, and probably does beyond human presence.

","TROISIÈME INTERVENTION RADIO
""Signaux"", Emilie Mouchous
Performance-intervention à Eastern Bloc

""Signaux"" est un moment d'écoute de ces ondes qui nous entourent, transpercent, enlacent, un hommage à la magie du voyage radiophonique. C'est l'angoisse d'attendre et le plaisir de recevoir un signal quel qu'il soit, c'est l'impossibilité de parfaitement se comprendre, et le renoncement au déchiffrement d'informations qui ne nous appartiennent plus. Et le bruit réconfortant du signal devient finalement plus important que le contenu du message...En faisant interagir des radios, des synthétiseurs et des circuits inventés, Emilie Mouchous sculpte des sons pour la radio comme on parcourt sa bande, en ouvrant et en fermant des espaces. Il y a des souffles, des voix, des codes et des ombres. Malgré la présence humaine, la radio, seule, continue à être vivante, et probablement dans l'au-delà de la présence humaine.
",PirateBlocRadio: In Situ,PirateBlocRadio: In Situ,"This fall, Eastern Bloc will be launching a new project, PirateBlocRadio: In Situ, a series of five radio performances/interventions in public space. 

During the 2014 edition of Sight & Sound, artists Alejo Duque and Sylvain Le Beux installed in the Eastern Bloc Lab a mini FM radio, using mainly free hardware and software (Raspberry PI, handmade antennas, etc.). Following a one-day workshop, and for the duration of the festival, the project participants were able to create and deliver content on a local FM band in the immediate vicinity of Eastern Bloc. The project was then broadcasted online on a web radio channel.

This served as an introduction to what Eastern Bloc and the artists represented in its surrounding community then decided to develop: a more elaborate programming of sound and radio experiments in local public space. The expansion of this idea has taken two forms: a regular radio show with CKUT (90.3 FM), PirateBlocRadio, on air the first Thursday of each month, focusing on current issues in digital art and activities at Eastern Bloc; and PirateBlocRadio: In Situ, which will be composed of artistic performances that put forward local artistic practices and radio explorations.

The project's primary goal is to encourage learning and experimenting with new sound practices through the exploration of radio technologies

All performances will thus use the medium of radio, but will not hesitate to divert it, criticize it, and explore its subversive possibilities. The project will examine the conditions and structures of the technology of radio and the usual means of communication, suggesting concrete ways to reverse these structures. It seeks to promote dialogue and criticism within local and international digital arts communities. By ""Pirate"" we mean diversion, openness, experimentation, and above all, community, which is actually part of a whole artistic tradition carried by many groups and activist communities. It also explores a medium whose practice is inherently ephemeral and immaterial. PirateBlocRadio: In Situ hopes to combine art, technology, urban space and local communities.
",,,
2015,EVENT,PirateBlocRadio : In Situ,/EVENTS/2015/PirateBlocRadio_E.Sexton,,,PirateBlocRadio : In Situ ,E. Sexton,"FIRST RADIO INTERVENTION

""Until it is struck"", Erin Sexton (VE2SXN), 2015
Installation on view at Eastern Bloc
Live transmission from artist's studio in Bergen, Norway, 1pm each day

","PREMIÈRE INTERVENTION RADIO

""Until it is struck"", Erin Sexton (VE2SXN), 2015
Installation à voir à Eastern Bloc
Transmission en direct du studio de l'artiste à Bergen, en Norvège, à 13h chaque jour",PirateBlocRadio: In Situ,PirateBlocRadio: In Situ,"This fall, Eastern Bloc will be launching a new project, PirateBlocRadio: In Situ, a series of five radio performances/interventions in public space. 

During the 2014 edition of Sight & Sound, artists Alejo Duque and Sylvain Le Beux installed in the Eastern Bloc Lab a mini FM radio, using mainly free hardware and software (Raspberry PI, handmade antennas, etc.). Following a one-day workshop, and for the duration of the festival, the project participants were able to create and deliver content on a local FM band in the immediate vicinity of Eastern Bloc. The project was then broadcasted online on a web radio channel.

This served as an introduction to what Eastern Bloc and the artists represented in its surrounding community then decided to develop: a more elaborate programming of sound and radio experiments in local public space. The expansion of this idea has taken two forms: a regular radio show with CKUT (90.3 FM), PirateBlocRadio, on air the first Thursday of each month, focusing on current issues in digital art and activities at Eastern Bloc; and PirateBlocRadio: In Situ, which will be composed of artistic performances that put forward local artistic practices and radio explorations.

The project's primary goal is to encourage learning and experimenting with new sound practices through the exploration of radio technologies

All performances will thus use the medium of radio, but will not hesitate to divert it, criticize it, and explore its subversive possibilities. The project will examine the conditions and structures of the technology of radio and the usual means of communication, suggesting concrete ways to reverse these structures. It seeks to promote dialogue and criticism within local and international digital arts communities. By ""Pirate"" we mean diversion, openness, experimentation, and above all, community, which is actually part of a whole artistic tradition carried by many groups and activist communities. It also explores a medium whose practice is inherently ephemeral and immaterial. PirateBlocRadio: In Situ hopes to combine art, technology, urban space and local communities.
","Cet automne, Eastern Bloc lance un nouveau projet, PirateBlocRadio : In Situ, une série de cinq performances-interventions radio dans l’espace public.

Lors de l’édition 2014 du festival Sight & Sound, les artistes Alejo Duque et Sylvain Le Beux ont installé, dans le Lab d’Eastern Bloc, une mini radio FM, utilisant principalement du matériel et des logiciels libres (Raspberry PI, antennes faites main, etc.). Suite à un atelier d’une journée, et pendant toute la durée du festival, les participants au projet ont pu créer et diffuser du contenu sur la bande FM locale, dans le voisinage immédiat d’Eastern Bloc. Le tout était relayé en ligne sur un canal radio web.

Ce fut, pour Eastern Bloc et les artistes représentés de la communauté, une introduction à ce qu’Eastern Bloc a alors décidé de développer : une programmation plus poussée d’expérimentations sonores radio occupant l’espace public local. Le prolongement donné à cet avant-goût a pris deux formes différentes : une émission radio régulière avec CKUT (90,3 FM), PirateBlocRadio, en onde le premier jeudi de chaque mois, qui met l’accent sur les enjeux actuels en art numérique et les activités d’Eastern Bloc ; et ce projet-ci, composé de performances artistiques, PirateBlocRadio : In Situ, qui met de l’avant les pratiques artistiques locales et l’exploration radiophonique.

Il s’agit avant tout d’encourager l’apprentissage et l’expérimentation de nouvelles pratiques sonores via l’exploration des technologies radio.
Toutes les performances choisies dans le cadre de ce projet utiliseront donc le médium de la radio, mais n’hésiteront pas, tout en l’utilisant, à le détourner, à le critiquer, et à en explorer les possibilités subversives. Le projet permettra d'examiner les conditions et les structures de la technologie de la radio et de la communication habituelle, tout en suggérant des moyens concrets pour renverser ces structures. Il cherchera à favoriser le dialogue et la critique au sein des communautés des arts numériques locales et internationales. Par « Pirate », nous entendons le détournement, l'ouverture, l'expérimentation, et surtout, la communauté, ce qui s’inscrit en fait dans toute une tradition artistique portée par de nombreux groupes et collectifs activistes. C’est également l’exploration d’un medium dont la pratique est nécessairement éphémère et immatérielle qui nous intéresse. PirateBlocRadio : In Situ espère associer arts, technologies, espaces urbains et communautés locales.
",,
2015,EVENT,PirateBlocRadio : In Situ ,/EVENTS/2015/PirateBlocRadio_A.F.Jacques_N.Dion,,,PirateBlocRadio : In Situ,"N. Dion
A.-F. Jacques","SECOND RADIO INTERVENTION

""Wagons"", Nicolas Dion & Anne-Françoise Jacques
Performance-intervention at Parc du Premier Chemin de Fer, Saint-Henri

The artists propose a sound intervention project based on the ambiguity between the space of radio broadcast and that of 'live' performance. In public space - specifically a former railway converted into a bike path between the two metro stations of the St. Henri district - the artists will improvise a live performance using magnetic tapes, DIY electronics and re-contextualized sound recordings. The result of this interaction will be broadcast using a short-range micro-FM antenna, audible via the personal receivers of the listeners, and a small radio network scattered around the performance site. Dion and Jacques are sound artists, who are particularly interested in the amplification of small objects, simple mechanics, and electricity.

","DEUXIÈME INTERVENTION RADIO

""Wagons"", Nicolas Dion & Anne-Françoise Jacques
Performance-intervention au Parc du Premier Chemin de Fer, Saint-Henri

Les artistes proposent un projet d'intervention sonore basé sur l’ambiguïté entre l'espace de la diffusion radio et celui de la performance « live ». Dans un espace public, un ancien chemin de fer transformé en piste cyclable entre deux stations de métro dans le quartier Saint-Henri, ils improviseront une performance en direct à l'aide de bandes magnétiques, d'électronique bricolée et d'enregistrements sonores re-contextualisés. Le résultat de cette interaction sera diffusé à courte portée par une antenne micro-FM, audible par les récepteurs personnels de l'auditeur, et dans un petit réseau de radios parsemés autour du site de la performance. Dion et Jacques sont des artistes sonores, qui s'intéressent particulièrement à l'amplification de petits objets, la mécanique simple, l'électricité.

",PirateBlocRadio: In Situ,PirateBlocRadio: In Situ,"This fall, Eastern Bloc will be launching a new project, PirateBlocRadio: In Situ, a series of five radio performances/interventions in public space. 

During the 2014 edition of Sight & Sound, artists Alejo Duque and Sylvain Le Beux installed in the Eastern Bloc Lab a mini FM radio, using mainly free hardware and software (Raspberry PI, handmade antennas, etc.). Following a one-day workshop, and for the duration of the festival, the project participants were able to create and deliver content on a local FM band in the immediate vicinity of Eastern Bloc. The project was then broadcasted online on a web radio channel.

This served as an introduction to what Eastern Bloc and the artists represented in its surrounding community then decided to develop: a more elaborate programming of sound and radio experiments in local public space. The expansion of this idea has taken two forms: a regular radio show with CKUT (90.3 FM), PirateBlocRadio, on air the first Thursday of each month, focusing on current issues in digital art and activities at Eastern Bloc; and PirateBlocRadio: In Situ, which will be composed of artistic performances that put forward local artistic practices and radio explorations.

The project's primary goal is to encourage learning and experimenting with new sound practices through the exploration of radio technologies

All performances will thus use the medium of radio, but will not hesitate to divert it, criticize it, and explore its subversive possibilities. The project will examine the conditions and structures of the technology of radio and the usual means of communication, suggesting concrete ways to reverse these structures. It seeks to promote dialogue and criticism within local and international digital arts communities. By ""Pirate"" we mean diversion, openness, experimentation, and above all, community, which is actually part of a whole artistic tradition carried by many groups and activist communities. It also explores a medium whose practice is inherently ephemeral and immaterial. PirateBlocRadio: In Situ hopes to combine art, technology, urban space and local communities.
",,,
2017,EVENT,PirateBlocRadio : In Situ ,/EVENTS/2017/PBR_InSitu,,,PirateBlocRadio : In Situ ,"ALEXIS BELLAVANCE
AMANDA DAWN CHRISTIE
DARSHA HEWITT
MARK LOWE
ANDREW O’CONNOR
MARTÍN RODRÍGUEZ","PirateBlocRadio: In Situ, is a series of 6 radio performances-interventions in the public space. All the performances use the medium of radio to explore new sound practices, but also to divert or criticize it and explore its subversive possibilities.

All performances will take place around Kabane77, located at the intersection of Little-Italy and Mile End (77 Bernard East). Suitable for all ages, families are welcome. Bring your own portable FM radio! 
","PirateBlocRadio : In Situ, c’est une série de 6 performances-interventions radiophoniques investissant l’espace public. Toutes les performances utilisent le médium de la radio afin d’explorer de nouvelles pratiques sonores et cherchent à le détourner, à le critiquer, et à en explorer les possibilités subversives.

Toutes les performances sont regroupées autour du site de la Kabane77 aux confluents de la Petite-Italie et du Mile End (77 Bernard Est). Pour tous les âges, les familles sont les bienvenues. Apportez votre radio FM portative !  
",PirateBlocRadio: In Situ,PirateBlocRadio: In Situ,,,,
2016,EVENT,PirateBlocRadio: In Situ,x,,,PirateBlocRadio: In Situ,"S. Castonguay
S. Aubé","FOURTH RADIO INTERVENTION

7 January 2016, 8pm
""Pyrite-radio"", Cristal ɡʁiʃ (""Cristal griche"", duo composed by Stephanie Castonguay and Sylvain Aubé)
Performance-intervention at Eastern Bloc
Broadcast live on the PirateBlocRadio show on CKUT (90,3 MHz)

Under the name Cristal ɡʁiʃ, artists Stephanie Castonguay and Sylvain Aubé (Monnocone) propose to collaborate in a performance broadcast live on CKUT’s airwaves during Eastern Bloc’s PirateBlocRadio show.
Stephanie works with crystal radios made with mineral fragments and uses the body as an antenna, allowing her to capture and interfere with radio waves. The re-appropriation of these elements also involves the generation of delays from multiple sources. In particular, through the re-transmission of the performance in a physical FM radio station, by using a telephone in the station’s console, and finally through rebroadcasts via Internet. Monnocone’s participation will consist of a treatment of analogue synths, modules, and effects to both give a musical quality to Stephanie Castonguay’s interventions and add a completely new sound layer. Possibility of performing open to the public: all the instruments can be mixed and controled live.","FOURTH RADIO INTERVENTION

7 January 2016, 8pm
""Pyrite-radio"", Cristal ɡʁiʃ (""Cristal griche"", duo composed by Stephanie Castonguay and Sylvain Aubé)
Performance-intervention at Eastern Bloc
Broadcast live on the PirateBlocRadio show on CKUT (90,3 MHz)

Under the name Cristal ɡʁiʃ, artists Stephanie Castonguay and Sylvain Aubé (Monnocone) propose to collaborate in a performance broadcast live on CKUT’s airwaves during Eastern Bloc’s PirateBlocRadio show.
Stephanie works with crystal radios made with mineral fragments and uses the body as an antenna, allowing her to capture and interfere with radio waves. The re-appropriation of these elements also involves the generation of delays from multiple sources. In particular, through the re-transmission of the performance in a physical FM radio station, by using a telephone in the station’s console, and finally through rebroadcasts via Internet. Monnocone’s participation will consist of a treatment of analogue synths, modules, and effects to both give a musical quality to Stephanie Castonguay’s interventions and add a completely new sound layer. Possibility of performing open to the public: all the instruments can be mixed and controled live.",PirateBlocRadio: In Situ,PirateBlocRadio: In Situ,"This fall, Eastern Bloc will be launching a new project, PirateBlocRadio: In Situ, a series of five radio performances/interventions in public space. 

During the 2014 edition of Sight & Sound, artists Alejo Duque and Sylvain Le Beux installed in the Eastern Bloc Lab a mini FM radio, using mainly free hardware and software (Raspberry PI, handmade antennas, etc.). Following a one-day workshop, and for the duration of the festival, the project participants were able to create and deliver content on a local FM band in the immediate vicinity of Eastern Bloc. The project was then broadcasted online on a web radio channel.

This served as an introduction to what Eastern Bloc and the artists represented in its surrounding community then decided to develop: a more elaborate programming of sound and radio experiments in local public space. The expansion of this idea has taken two forms: a regular radio show with CKUT (90.3 FM), PirateBlocRadio, on air the first Thursday of each month, focusing on current issues in digital art and activities at Eastern Bloc; and PirateBlocRadio: In Situ, which will be composed of artistic performances that put forward local artistic practices and radio explorations.

The project's primary goal is to encourage learning and experimenting with new sound practices through the exploration of radio technologies

All performances will thus use the medium of radio, but will not hesitate to divert it, criticize it, and explore its subversive possibilities. The project will examine the conditions and structures of the technology of radio and the usual means of communication, suggesting concrete ways to reverse these structures. It seeks to promote dialogue and criticism within local and international digital arts communities. By ""Pirate"" we mean diversion, openness, experimentation, and above all, community, which is actually part of a whole artistic tradition carried by many groups and activist communities. It also explores a medium whose practice is inherently ephemeral and immaterial. PirateBlocRadio: In Situ hopes to combine art, technology, urban space and local communities.
",,,
2015,EVENT,Pixel Party: BYOB (Bring Your Own Baby),/EVENTS/2015/Pixel_Party,,,Pixel Party: BYOB (Bring Your Own Baby),"PIERRE GUIOT-GUILLAIN
ANTHONY PILORZÉ
AUDE PARFAIT
DEGLAZER
CLAIRE","Eastern Bloc invites your children to come celebrate the end of winter in sound and image!

DJ Claire, well known in Montreal for her work at Laïka, will participate in this event and give her own musical touch of futuristic, funky, magical, space-inspired sounds and catchy beats.

We will party, but we will also teach a lot of different things to your children, offering a series of mini-workshops that will make them dance, move, but also imagine and create together. The first workshop, dedicated to the projection of visual effects, is inspired by the interactive theme of the four seasons. Particles will be generated to create projections of seasonal landscapes, which will transform according to certain parameters. Through their movement in space, children will define the shape, color and speed of the particles. Children will also stimulate their imagination by participating in building games (LEGO, cardboard, etc.).
Their work will then serve as support for live visual projections (video mapping) by visual artist Deglazer. In an immersive and dynamic environment, using online or offline tools, artists will accompany your children in creating visual projections. Pixel Party will be an opportunity for adults and children alike to meet in a creative atmosphere and to have fun.","Eastern Bloc invite vos enfants à venir fêter la fin de l'hiver en image et en musique!

Claire la DJ, bien connue à Montréal pour son travail au Laïka, sera présente pour donner à cette après-midi de fête une touche musicale de sons futuristes, funky et magiques issus de l'espace sur des rythmes entraînants.

On va faire la fête, et on va aussi leur apprendre toutes sortes de choses. Nous leur proposons ainsi plusieurs mini-ateliers qui les feront danser, bouger mais aussi imaginer et créer tous ensemble. Le premier atelier, dédié à la projection d'effets visuels, se déroulera sous la thématique interactive des quatre saisons. Des particules seront générées pour créer des projections de paysages saisonniers, qui changeront en fonction de certains paramètres. Les enfants, via leurs mouvements dans l'espace, définiront la forme, la couleur et la vitesse des particules. Les enfants pourront également stimuler leur imagination en participant à des jeux de construction (lego, carton).

Leur ouvrage servira ensuite de support à des projections visuelles live (vidéo mapping) de l'artiste visuel Deglazer. Dans un environnement immersif et dynamique, en utilisant des outils en ligne ou hors ligne, les artistes accompagneront vos enfants dans la création d'une projection visuelle. Pixel Party sera l'occasion de se retrouver, adultes comme enfants, le tout dans une atmosphère créatrice et de s'amuser. ",,,,,,
2009,EVENT,Place Hands,/EVENTS/2009/Place-Hands,,,Place Hands,,,,,,,,,
2010,EVENT,Prince of Arcade,/EVENTS/2010/Prince-of-Arcade ,,,Prince of Arcade,"Babycastles
Dirty Rectangles
Mount Royal Game Society ","Co-presentation with Mount Royal Game Society (mtl), Dirty Rectangles (ott) and Babycastles (nyc) With: Les Collégiennes, Messhof, Dejobaan Games, Toronto Game Jam, Ian Bogost, Ed Fries, Kirk Israel, Paul Slocum.","Co-présentation avec la Société ludique du Mont-Royal (mtl), Dirty Rectangles (ott) et Babycastles (nyc) Avec : Les Collégiennes, Messhof, Dejobaan Games, Toronto Game Jam, Ian Bogost, Ed Fries, Kirk Israel, Paul Slocum.

",Prince of Arcade,Prince of Arcade,,,,
2011,EVENT,Prince of Arcade,x,,,Prince of Arcade,,"For the second year in a row, the Mount-Royal Game Society presents Prince of Arcade, an indie games showcase featuring talent from Montreal and abroad.","Pour la deuxième année de suite, la Société ludique du Mont-Royal présente Prince of Arcade, un showcase de jeux indépendants faits par des artistes d’ici et d’ailleurs. Les artistes participants seront annoncés bientôt. ",Prince of Arcade,Prince of Arcade,,,,
2012,EVENT,Prince of Arcade,x,,,Prince of Arcade,"NOAH SASSO
DATATRAGEDY
FERNANDO RAMALLO
DAVID KANAGA
HERMITGAMES
JOAR JAKOBSSON
TEKNOPANTS
JAN WILLEM NIJMAN","For the third year running, the Mount Royal Game Society is teaming up with Eastern Bloc to bring THE PRINCE OF ARCADE: Indie Games Showcase.

The gallery will be filled with projectors, arcade cabs, and controllers to showcase some of the wonderfully creative offerings that are about to hit the indie gaming scene. Gaming vets and newcomers alike are invited to come and sample the eclectic array — from blisteringly-competitive action games, to contemplative musical installations. Join us for a multi-sensory soirée of mystical and mythical dimensions.","Pour la troisième consécutive, La Société ludique du Mont-Royal s'associe à Eastern Bloc pour vous présenter THE PRINCE OF ARCADE : Événement phare de jeux vidéos indépendants.

La galerie sera remplie de vidéo-projecteurs, de jeux d'arcades et de contrôleurs dans le but de mettre en valeur l'offre créative sur le point d'atteindre la scène des jeux indépendants. Amateurs et nouveaux venus, tous sont conviés à venir essayer la panoplie éclectique - de jeux d'action hyper compétitifs jusqu'à des installations musicales contemplatives. Soyez des nôtres pour une soirée multi-sensorielle d'une dimension mystique et mythique.

",Prince of Arcade,Prince of Arcade,,,,
