YEAR;TYPE;TITLE_EN;IMAGES/PDF;VIDEOS;AUDIO;TITLE_FR;ARTISTS;DESCRIPTION_EN;DESCRIPTION_FR;AUTRE MÉDIA;RECURRING_TITLE_EN;RECURRING_TITLE_FR;RECURRING_DESCRIPTION_EN;RECURRING_DESCRIPTION_FR;;COMMENTS
2014;EXHIBIT;Oro: IMCA Undergraduate Exhibit;/EXHIBITS/2014/ORO-IMCA_499;;;Oro: Exposition du premier cycle d'IMCA;"CALVIN BRETT
DON REGINALD DORET
ELISABETH SAVOIE
HEATHER CAPLAP
HO YIN SO
JOHN KAVANAGH
PAUL GOODSHIP
PERRYN KRUTH
ROXANNE LEMIEUX
SOPHIE LATOUCHE-TRUDEAU
TRACEY BRISCOE
VERONICA MOCKLER
VINCENT VIEZZER
ZOE GAGNON-KIEFL
";The Intermedia/Cyberarts program [IMCA] combines media arts, new technologies and interdisciplinary practices: working with video art, electronic art, programming and performance, the students of this year’s graduating class have created a collection of works which show both the technical and conceptual skills they have worked hard to develop. New media are embraced, while the role of technology and our interactions with it are critically examined. Many of the works shown come alive with artist/audience communication, while others provide immersive environments or allow for unique experiences generated through viewer input. Through their work, the artists present their own insights, dialogues, and atmospheres while actively seeking the viewer’s input. Themes explored in the works include efficiency, otherness, the self and the other, and the importance of place, among others.;Le programme Intermedia/Cyberarts intègre les arts médiatiques, les nouvelles technologies ainsi que les pratiques interdisciplinaires: travaillant l'art vidéo, les arts électroniques, la programmation et la performance, les finissants de cette année ont crée une collection d'oeuvres démontrant les habiletés techniques et conceptuelles qu'ils ont développé avec brio lors de leur études. Les nouveaux médias sont pleinement adoptés alors que le rôle de la technologie ainsi que de nos interactions avec elle sont mises en question. Plusieurs des oeuvres présentées prennent vie lors d'une interaction entre l'artiste et le public, pendant que d'autres proposent des environnements immersifs ou bien permettent des expériences uniques générées à travers de la contribution du spectateur. À travers leurs oeuvres, les artistes présentent leurs idées, dialogues et atmosphères uniques tout en recherchant activement la contribution du public. Les thèmes explorés dans ces oeuvres incluent l'efficacité, l'autre, le soi et l'autre, l'importance du lieu, parmi d'autres.;;;;;;;
2014;EXHIBIT;Swarming Emotional Pianos;x;;;Swarming Emotional Pianos;Erin Gee;"A cybernetic musical performance work that bridges robotics and emotion to create a biologically harmonic chamber music, Swarming Emotional Pianos features a set of mobile robots that each house instrumental and lighting components. The behaviour and music of these robots is controlled via emotional biofeedback – breathing, heart rate, sweat glands, blood pressure, and skin sensitive neural activity – of live actors manipulating their emotions. Erin Gee collaborated with Australian neurophysiologist Vaughan Macefield to map this data into meaningful robotic music, movement, and light patterns, reflecting the shifting emotional state of the performers. This performance will feature the performances of Montreal-based actors Laurence Dauphinais and Matthew Keyes.

The Innovations en concert production of this work is supported generously by the Emerging Practices program of the Conseil des arts de Montréal.";"Swarming Emotional Pianos, une œuvre de performance musicale cybernétique qui jette un pont entre la robotique et les émotions pour créer une musique de chambre biologiquement harmonieuse, présente un ensemble de robots mobiles qui, chacun, abrite des composantes instrumentales et des éléments d’éclairage. Le comportement et la musique de ces robots sont contrôlés par la rétroaction biologique émotionnelle (la respiration, la fréquence cardiaque, les glandes sudoripares, la pression artérielle et l’activité neurale liée à la sensibilité de la peau) d’acteurs qui manipulent leurs émotions en direct. Erin Gee collabore avec le neurophysiologiste Vaughan Macefield afin de schématiser ces données en des motifs de musique, de mouvement et de lumière robotiques significatifs, de façon à refléter l’état émotionnel changeant des artistes. Ce spectacle mettra en vedette les performances des comédiens montréalaise Laurence Dauphinais et Matthew Keyes.

La production de cette œuvre par Innovations en concert est généreusement appuyée par le programme Soutien des pratiques émergentes du Conseil des arts de Montréal.";;;;;;;
2014;EXHIBIT;Trail Mix;/EXHIBITS/2014/Trail_Mix;;;Trail Mix;"ALICE JARRY
CHRISTIAN PELLETIER
ANDREA CAMPBELL
JAN HOSTETTLER
";"The practice of drawing and its inherent representational quality boasts a robust heritage as a subject of scholarly and artistic investigation. Drawings are objects that are consumed, circulated, and invested with social, political, and economic value. Although these stakes have been widely examined in the past, such examinations have primarily been organized around traditional definitions of drawing that involve two-dimensional supports such as paper or canvas. Eastern Bloc has now curated a group exhibit, TrailMix, that will expand upon these investigations by attending to the practice of drawing in contemporary society and confronting it to technologically innovative processes and the use of digital media.

The three works included in the exhibit mobilize platforms and practices that are typically relegated to the realm of the digital (web servers, Google Maps, online interactions, hacking) and situate them in dialogue with more conventional, non-digital media and artistic strategies (found objects, chalk, screen-printing). Through a series of accumulations, combinations, and repetitions, a memory network spanning multiple dimensions is created, capable of revelatory experience and ambiguity through loss. Identities, impressions, and gestures are not only retranscribed and conserved through the artist’s use of digital tools; they are rendered abstract, they are distorted, they find themselves in perpetual transformation between past and present, ad infinitum. The mechanism thus observed within the works becomes representative of a fluid process with an inherent incertitude.

The artist’s subjectivity unfurls in a widened spatiotemporal environment, encountering that of the spectator, who is thus intrinsically invested in the creative act. The artist is absent, but, by intervening on and in the gallery space, his presence is felt through the co-creating experience of the spectator. This triggers a heightened experience, a site-specific hyper-encounter and, ultimately, a physical record of a shifting collective experience.";"La pratique du dessin et la question de la représentation qui lui est intrinsèquement associée possèdent un solide héritage en tant qu’objets d’investigations artistiques et académiques. Le dessin à titre d’objet que l’on consomme et diffuse est investit de valeurs sociales, politiques et économiques. Ces questions ont été largement étudiées par le passé, mais avant tout appliquées à des pratiques traditionnelles du dessin, sur des supports bidimensionnels tels que le papier ou la toile. Aujourd’hui, Eastern Bloc fait la curation d’une exposition collective qui explore la pratique du dessin dans la société actuelle et la confronte à l’utilisation de nouveaux procédés technologiques et médias numériques novateurs.

Les trois œuvres de cette exposition recourent à des plateformes et pratiques qui sont habituellement reléguées au domaine du numérique (serveurs Web, Google Maps, interactions en ligne, « hacking ») et les font dialoguer avec des médiums et stratégies artistiques plus classiques (objets trouvés, craie, sérigraphie). Au travers des accumulations, combinaisons, répétitions, c’est toute une mémoire aux dimensions multipliées qui se crée, avec ses révélations, mais aussi ses parts d’ombre et d’oubli. Identités, impressions, et actions, ne sont pas seulement retranscrits et conservés tels quels avec les outils numériques ; ils sont rendus abstraits, subissent une distorsion, et sont en perpétuelle transformation, entre passé et présent sans cesse renouvelés. Le mécanique se fait représentatif de l’organique, insérant l’incertitude dans son processus.

La subjectivité de l’artiste se déploie dans un espace spatiotemporel élargi et rencontre celle du spectateur, qui se trouve entièrement impliqué, lui aussi, dans l’acte créateur. L’artiste est absent, mais, en intervenant dans l’espace de la galerie, se fait plus présent que jamais au sein de l’expérience aux côtés du spectateur, dont la présence active est également accrue, comme une hyper-rencontre in situ, et, in fine, un relevé d’empreintes collectif mouvant.";;;;;;;
2015;EXHIBIT;A Side Man 5000 Adventure;/EXHIBITS/2015/A_Side_Man_5000_Adventure;;;A Side Man 5000 Adventure;Darsha Hewitt;A Side Man 5000 Adventure is a fifty-minute educational video that revolves around the technical documentation of the Wurlitzer Side Man 5000 – the world’s oldest commercially available drum machine. Even though the Side Man is a musical instrument, the video side steps most of the technical elements related to music and acts more as an archeological endeavor that maps out the electromechanical structure inside the machine. Although most of the material covered in the video is dense technical information, Hewitt is interested in appealing to an audience beyond specialists. That includes people that are not necessarily technically inclined. She aims to do this by making the video engaging by including demonstrations, drawings and animation that convey the information in an exciting yet comprehensive manner.;"A Side Man 5000 Adventure est une vidéo éducative de cinquante minutes qui tourne autour de la documentation technique du Wurlitzer Side Man 5000 - la machine à percussions plus ancienne au monde disponible dans le commerce. Même si le Side Man est un instrument de musique, l'aspect vidéo présente, étape par étape, la plupart des éléments techniques liés à la musique et agit davantage comme une entreprise archéologique qui cartographie la structure électromécanique intérieure de la machine. Bien que la plupart de la matière couverte dans la vidéo est de l'information technique assez dense, le souhait de Hewitt est de toucher un public plus large que celui des spécialistes. Ce travail s'adresse aussi à des personnes qui ne sont pas nécessairement portées sur la technique. Elle poursuit cet objectif en rendant la vidéo engageante, en y incluant des démonstrations, des dessins et des animations qui véhiculent l'information d'une façon toujours ludique et attractive.

";;;;;;;
2015;EXHIBIT;ARTX: Undergraduate Exhibit;x;;;ARTX: Exposition du premier cycle ;;;;;;;;;;
2015;EXHIBIT;BPLTC I: Cellular Control;/EXHIBITS/2015/BPLTC_I;;;BPLTC I: Contôle Cellulaire;"HEATHER DEWEY-HAGBORG
SUBROSA
VERENA FRIEDRICH";"Cellular control examines the theme of cellular control and how human beings tend to take over creative and (re)productive activities supposed to be exclusive to natural organisms.
These control activities, often controversial and accused of anti- or non-natural practices, explore the scientific, biological and genetic manipulations, which, in the digital age, are greatly facilitated by knowledge in these various fields of research, but also by technological tools. Cellular control experiments and genetic manipulation are now commonplace, so much so that we rarely pay attention to them. Yet, they deserve our attention because they deal with highly sensitive issues at the heart of investigations launched many years ago. ";"Le cycle se décline en 3 volets, Contrôle cellulaire, Contrôle identitaire et Contrôle alimentaire. Le développement des technologies informatiques et numériques permet aujourd’hui d’établir des contrôles importants sur les activités humaines, répondant à des intérêts financiers, corporatifs et politiques majeurs, parfois pour le meilleur, parfois pour le pire. Les avancées de la recherche et ses applications technologiques soulèvent des questions complexes et centrales à la collectivité, au coeur des principaux enjeux de pouvoir actuels. Aujourd’hui, de nombreux artistes en arts médiatiques et numériques intègrent ces questionnements dans leurs œuvres.

";;;;;;;
2015;EXHIBIT;BPLTC II: Identity Control;/EXHIBITS/2015/;BPLTC_II;/EXHIBITS/2015/BPLTC_II/audio;BPLTC II: Contôle Identitaire;"JAMIE ALLEN
MUSHON ZER-AVIV
ZACH BLAS
";The second part of the BPLTC cycle 2015-2016 will focus more specifically on the issue of identity control as it relates to individual biometric data. One could describe the phenomenon of biometric identification as the set of scientific methods seeking to certify the identity of a person from reading fixed body data. This principle, derived from 19th-century anthropometric science, is far from new, but has grown dramatically in recent years with the rapid development of computer science, the enactment of state security control policies and the financial interests of large corporations. The works presented in this exhibition are concerned with the use of biometric data in relation to the ethical questions they raise about the control of citizens and privacy protection;"Le deuxième volet du cycle BPLTC 2015-2016, se penchera plus spécifiquement sur la question du contrôle identitaire lié à la lecture des données biométriques des individus. En quelques mots, on peut décrire le phénomène de l’identification biométrique comme l’ensemble de méthodes scientifiques cherchant à attester de l’identité d’une personne à partir de la lecture de données corporelles inchangeables. Ce principe, découlant des sciences anthropométriques du 19e siècle, est loin d’être nouveau, mais il s’est développé de façon spectaculaire ces dernières années avec le développement fulgurant de l’informatique conjugué à la mise en place de politiques de contrôle sécuritaire étatique ainsi qu'à l’intérêt financier des grandes corporations. Les oeuvres présentées s’intéressent à l’utilisation des données biométriques par rapport aux questions éthiques qu’elles soulèvent quant au contrôle du citoyen en société et à la protection de la vie privée. 
 ";;;;;;;
2015;EXHIBIT;Harbinger: IMCA Undergraduate Exhibit;/EXHIBITS/2015/Harbinger_IMCA_499;;;Harbinger: Exposition du premier cycle d'IMCA;;"Harbinger strives to formulate a prognostic of our actual and virtual (potential) relation toward technology.

Our goal is to open these works to the community by actively seeking the input of others and engaging our audience in creative conversation. We aim for a critical reflection and inquiry of intermedia arts as brought forward in the context of this exhibition, and hope that they will resonate outside the gallery space.";"Les finissants du programme d'Intermedia/Cyberarts (IMCA) de l’Université Concordia présentent harbinger, une exposition de trois jours présentée au Eastern Bloc accompagnée d’une série d'évènements complémentaires.
Harbinger s’ingénie à énoncer un pronostic de notre rapport actuel et virtuel (potentiel) à la technologie.

Avec l'intention d'ouvrir notre travail à la communauté, nous souhaitons entretenir avec le public un rapport constructif, collaboratif et créateur. Un tel exercice invite à se distancier de nos intérêts personnels et à nous engager dans une recherche active avec autrui. En adoptant un discours critique et conscientisé face aux nouveaux médias, nous souhaitons assurer le retentissement de ces réflexions hors des cadres de la galerie.";;;;;;;
2015;EXHIBIT;IMCA 330: Undergraduate Exhibit;/EXHIBITS/2015/IMCA_330 ;;;IMCA 330: Exposition du premier cycle ;;;;;;;;;;
2015;EXHIBIT;Marche (est haute), La ;x;;;Marche (est haute), La;"ANDRÉ ÉRIC LETOURNEAU
DANIEL CANTY
DANIEL OLSON
DOUGLAS SCHOLES
MARC-ALEXANDRE REINHARDT
NICOLAS DION
PATRICK BEAULIEU
RAYMOND GERVAIS
ROBER RACINE
CARSTEN STABENOW
MAX STEIN
BRUNO JULIAN
CATHERINE BÉCHARD
JACINTHE LESSARD
MANON LABRECQUE
SABIN HUDON
ERIC MATTSON";La Marche (est haute) is a convivial exhibit, open to the general public, which closes off the eponymous series that took place during the spring of 2015 and brought together a series of ten artistic interventions in the urban space produced by Québécois artists. Exhibit, discussions, sound and video documentation.;"La Marche (est haute) est un événement rassembleur et ouvert au public qui clôt la série, de même nom, de 10 actions urbaines réalisées par des artistes québécois au printemps 2015. Exposition, rencontres, sons et images.

";;;;;;;
2015;EXHIBIT;NUIT BLANCHE: Les Synthées;x;;;Nuit Blanche: Les Synthées;"MARIE DAVIDSON
XARAH DION
PASCALE PROJECT
PETRA GLYNT
BABI AUDI";"Eastern Bloc presents a night of music and dancing in the company of five women artists: Petra Glynt (Toronto), Xarah Dion (Montreal), Marie Davidson (Montreal), and Mathématique (Montreal), and the DJ performance of Babi Audi. Be ready to pull a (semi) all-nighter full of cataclysmic synth waves and entrancing electropop, in true Nuit blanche fashion.

Organised in the context of Nuit blanche on La Ligne Bleue";"Eastern Bloc propose une soirée musique-dance avec 5 artistes femmes : la torontoise étincelante Petra Glynt, et les montréalaises dark-élégantes Xarah Dion, Marie Davidson et Mathématique, avec en point d'orgue la prestation DJ de Baby Audi. Vont se déverser synthwaves cataclysmiques, électropop envoûtante, jusqu'au semi-bout de la nuit.

Organisé dans le cadre de la Nuit blanche sur La Ligne Bleue

";;Nuit Blanche;Nuit Blanche;;;;
2015;EXHIBIT;Resonant Hyper Scape Modulator;X;;;Resonant Hyper Scape Modulator;"BIRCH COOPER
BRENNA MURPHY";;;;;;;;;
2015;EXHIBIT;Robotis Personae;/EXHIBITS/2015/Robotis_Personae;;;Robotis Personae;"Sofian Audry
Beatriz Herrera
Stephen Kelly
Samuel St-Aubin";The workshop is introduced with a lecture on “Risk, Greed, and Consequences in the Digital Era” in relation to the project Value Quest Bourse. The workshop themed “Risk and Consequences” is done via HoopUp, an educational tool based on visual communication and aesthetic responsibility. The objective of the workshop is to promote digital inclusion through artistic creation and to build aesthetic responsibility as well as critical thinking and intercultural communication. ;L’atelier est amorcé par la conférence « Risk, Greed, and Consequences in the Digital Era » en relation avec le projet Value Quest Bourse. L’atelier, sur le thème « risques et conséquences », est donné via HoopUp, un outil éducationnel basé sur les communications visuelles et la responsabilité esthétique. L’objectif de l’atelier est de promouvoir une incursion du numérique dans la création artistique et de construire des responsabilités esthétiques, en plus de développer une pensée critique et de favoriser la communication interculturelle.;;;;;;;
2015;EXHIBIT;Si serve il numero…;X;;;Si serve il numero…;"ALESSIO MAZZARO
MARCO CAMPANA
";"In the performance project ""Si serve il numero..."", the Italian artist collective S'ODINONSUONARE presents a “Public Office for Personal Imagination Diet.”

Artists Alessio Mazzaro and Marco Campana will explore the mechanical sounds that exist in the office space, for example the sound of a printer. They use these sounds as source material to create a musical composition that changes as Mazzaro prints and Campana scans documents. “Si serve il numero” is a sound performance personally created for every spectator to nourish the imagination. While Mazzaro observes the spectator and writes a “diet”, Campana, using tape head microphones, collects the noise made by the printer, transforming it in an evocative musical composition. The composed “diet” is then given to the spectator.
";"Dans le projet de performance ""Si serve il numero..."", le collectif d'artistes italien S'ODINONSUONARE présente un “Public Office for Personal Imagination Diet.”

Les artistes Alessio Mazzaro et Marco Campana exploreront les sons mécaniques qui existent dans l'espace de bureau, par exemple le son d'une imprimante. Ils utilisent ces sons comme matériau de base pour créer une composition musicale qui changent à mesure que Mazzaro et Campana impriment et numérisent des documents. ""Si serve il numero"" est une performance sonore personnellement créée pour chaque spectateur pour nourrir l'imagination. Alors que Mazzaro observe le spectateur et écrit un «régime», Campana, utilisant des micros à tête de bande, recueille le bruit fait par l'imprimante, le transformant en une composition musicale évocatrice. Le «régime» composé est alors donné au spectateur.

";;;;;;;
2015;EXHIBIT;Words Proyect;X;;;Words Proyect;Yolanda Duarte;"Avec Words Proyect, Duarte fait une proposition multimédia qui puise ses origines dans l'art de la performance, dans le contexte de ses recherches au sujet de l’équilibre entre le monde technologique moderne et l’ancestral.

Le projet a vu le jour lors de l'European Summer 2013 et se donne comme objectif de diffuser la poésie latino-américaine, et particulièrement celle qui nous vient des Wayuu, groupe ethnique dont l'artiste est une descendante. Les Wayuu sont un peuple autochtone de la péninsule de La Guajira, sur la mer des Caraïbes, qui vivent sur les territoires de la Colombie et du Venezuela.

Dans ce contexte, Words Proyect donnera une continuité pertinente à cette recherche menée en résidence à Eastern Bloc à Montréal avec le soutien du Ministère de la Culture de Colombie. Il s'agit d'une vidéo, d'une pièce interactive et d'une performance tout à la fois, médiums directement inspirés de la poésie Wayuu. Pièce interactive et vidéo deviennent deux parties d'un ensemble technique utilisant l'application Mixtikl, une application générant de la musique en mixant et en créant des modèles de mots et de sons exportés en fichiers MIDI. La performance, intitulée Tecno Folié, est le résultat d'une expérience qui sera menée à Montréal où, au travers de différents feuillages, Duarte révèle toute la poésie de différents paysages grâce à une application iPad qui performe l’incrustation chromatique.
";"Avec Words Proyect, Duarte fait une proposition multimédia qui puise ses origines dans l'art de la performance, dans le contexte de ses recherches au sujet de l’équilibre entre le monde technologique moderne et l’ancestral.
Le projet a vu le jour lors de l'European Summer 2013 et se donne comme objectif de diffuser la poésie latino-américaine, et particulièrement celle qui nous vient des Wayuu, groupe ethnique dont l'artiste est une descendante. Les Wayuu sont un peuple autochtone de la péninsule de La Guajira, sur la mer des Caraïbes, qui vivent sur les territoires de la Colombie et du Venezuela.

Dans ce contexte, Words Proyect donnera une continuité pertinente à cette recherche menée en résidence à Eastern Bloc à Montréal avec le soutien du Ministère de la Culture de Colombie. Il s'agit d'une vidéo, d'une pièce interactive et d'une performance tout à la fois, médiums directement inspirés de la poésie Wayuu. Pièce interactive et vidéo deviennent deux parties d'un ensemble technique utilisant l'application Mixtikl, une application générant de la musique en mixant et en créant des modèles de mots et de sons exportés en fichiers MIDI. La performance, intitulée Tecno Folié, est le résultat d'une expérience qui sera menée à Montréal où, au travers de différents feuillages, Duarte révèle toute la poésie de différents paysages grâce à une application iPad qui performe l’incrustation chromatique.

";;;;;;;
2016;EXHIBIT;Array;/EXHIBITS/2016/Lucas_Paris;;;Array;;"With ARRAY, Lucas Paris breaks with traditional methods of musical composition and offers an exploration specific to the digital realm, rethinking the classical parameters of the creation of analog music.

He articulates his research around the interactive relationship between the instrument and the performer, while insisting on the impact of the gestures of the interpreter in the face of a complex algorithmic system which generates sound sequences. The artist attempts to represent this process in a transparent way, using LED lights that allow you to visualize those digital interactions.

Paris thus develops his own instrument and is in the process of designing an algorithmic musical performance project staged by light.

By putting in place a system of algorithms that modify an array list in real-time, the artist creates an amalgam of sensors making the instrument sensitive to a wide variety of physical manipulations. The different physical permutations felt by the object modify the mathematical lists to generate musical and visual sequences. The computer list appears therefore as the raw material of the musical composition.
If the operation of his device resembles the traditional use of traditional music sequencers, it distinguishes itself by its DIY approach and the use of open-source software that allows him to exceed the technical limits imposed by the industry on the field of digital creation. Paris thus seeks to directly manipulate digital matter, thereby multiplying its musical capacities.

";"Avec ARRAY, Lucas Paris rompt avec les méthodes traditionnelles de composition musicale et tente d’offrir une exploration spécifique au numérique, en repensant les paramètres classiques de la création de musique analogique.

Il articule ainsi sa recherche autour de la relation interactive établie entre l’instrument et le performeur, en insistant sur l’incidence des gestes de l’interprète face à un système algorithmique complexe qui génère des séquences sonores. L’artiste tente de présenter ce processus dans la plus grande transparence grâce à la présence de bandes de lumières DEL qui permettent de visualiser ces interactions.

Il élabore ainsi son propre instrument et travaille à la conception d’un projet de performance musicale algorithmique mise en scène par la lumière.

En mettant en place un système d’algorithmes qui modifie une liste informatique en temps-réel, l’artiste créé un amalgame de capteurs rendant l’instrument sensible à une multitude de manipulations physiques. Les différentes permutations physiques senties par l’objet modifies ainsi les listes mathématiques qui génèrent des séquences musicales et visuelles. Le “array” (liste) apparaît dès lors comme matière première de la composition musicale.

Le fonctionnement de son dispositif se rapproche de l’utilisation classique de séquenceurs musicaux traditionnels, mais s’en distingue par son approche DIY et par l’utilisation de logiciels libres qui lui permettent de dépasser les limites des techniques imposées par l’industrie en matière de création numérique. Lucas Paris cherche ainsi à manipuler directement la matière numérique, en permettant à l’artiste de démultiplier ses capacités musicales.";;;;;;;
2016;EXHIBIT;BPLTC III: Food Control;/EXHIBITS/2016/BPLTC_III;;;BPLTC III: Contrôle Alimentaire;"ARCANGEL CONSTANTINI & MARCELA ARMAS
LEILA NADIR & CARY PEPPERMINT
SIGNE LIDEN";"The third and last part of the BPLTC exhibition cycle addresses issues of food control, namely the (non)sharing of food, ecological and natural resources worldwide. This exhibition aims to identify political and economic control mechanisms that have a direct impact on sensitive populations — those who, for instance, live in extreme northern or tropical areas. Through this exhibition, we wish to denounce the gap that exists between the perception we have, in the Western world, of digitally-connected world, and the reality of peoples, notably indigenous ones, that are restricted in their geo-biopolitical powers. Whether through a critique of the food industry, a collective exploration of rudimentary feeding practices, or even a crop of genetically-modified seeds, the works presented in the context of this third exhibition highlight community mobilization tactics deployed as a way of responding to these issues of human, territory and food controls. 

";"Le troisième et dernier volet du cycle BPLTC 2015-2016, se penche plus spécifiquement sur la question du contrôle alimentaire, à savoir le partage et le nonpartage des ressources alimentaires, écologiques et naturelles mondiales. Cette partie du cycle aura comme objectif d’identifier les mécanismes de contrôle étatique et économique qui exercent un impact direct sur les populations sensibles de notre monde, celles qui, par exemple, vivent dans le nord extrême ou les zones tropicales. Nous souhaitons, par cette exposition, exposer le décalage qui peut exister entre la perception que nous avons, dans les pays occidentaux, d’un monde connecté dans cette ère numérique vis-à-vis la réalité des peuples, autochtones ou autres, qui sont restreints dans leurs pouvoirs géo-bio-politiques. Que ce soit au travers d’une critique de l’industrie agro-alimentaire, une exploration collective des pratiques alimentaires rudimentaires, ou même une culture de semences génétiquement modifiées, les oeuvres présentées dans le cadre de cette troisième exposition mettent la lumière sur les tactiques de mobilisation communautaire déployées comme moyen de réagir à ces enjeux, enjeux de contrôle des humains, des territoires et de notre paysage alimentaire. 

 ";;;;;;;
2016;EXHIBIT;Delete (v.a.);X;;;Delete (v.a.);"DANIEL IREGUI
MICHEL LEFEBVRE
";"For Children
In a world where the line between what’s real and what’s virtual has disappeared, what part of what makes us human do we want to keep? Through an interactive installation, DELETE will ask this question to its young audience.
Far from being a traditional play, DELETE immerses the 8-12 year old student in a live, site-specific, artistic experience. Beginning in the classroom, students will take part in an online platform prior to the date of the trip, filling out questions and completing online activities, all of which will help shape the experience itself. Every school will have a unique experience, as DELETE becomes an interactive installation that immerses students in the digital world, providing a whole new kind of artistic experience – one that speaks directly to these digital natives.

THEMES: DIGITAL CITIZENSHIP & AWARENESS, MEDIA, ART INSTALLATION.

STUDY GUIDE AVAILABLE AS OF SEPTEMBRE 15, 2016

This project is supported by a grant from the Canadian Internet Registration Authority (CIRA)’s Community Investment Program.";"Pour Enfants
Présenté en anglais. Dans un monde où la ligne entre le réel et le virtuel disparaît, que voulons-nous conserver de ce qui fait de nous des êtres humains? Voilà la question posée par DELETE, la nouvelle création du Youtheatre pour les 8 à 12 ans.
Loin d’être une expérience théâtrale traditionnelle, DELETE propose une expérience artistique immersive in situ aux élèves. En classe, les élèves prennent part à une plateforme en ligne avant leur sortie culturelle, complétant un questionnaire qui servira à bâtir l’expérience artistique. Ainsi, chaque école vivra une expérience unique, puisque DELETE est une installation interactive qui plonge les élèves dans le monde virtuel, offrant une toute nouvelle expérience artistique; une expérience qui touche directement ces enfants du numérique.

THÈMES: CITOYENNETÉ NUMÉRIQUE, IMPACT DES TECHNOLOGIES, MÉDIAS, INSTALLATION ARTISTIQUE.

GUIDE PÉDAGOGIQUE DISPONIBLE EN LIGNE DÈS LE 15 SEPTEMBRE 2016

Ce projet est soutenu par une subvention du Programme d’investissement communautaire de l’ACEI.";;;;;;;
2016;EXHIBIT;Device_Art Triennial;/EXHIBITS/2016/Device_Art_Triennale;;;Triennale Device_Art;"MARTINA MEZAK
VITAR DRINKOVIĆ
DAVOR SANVINCENTI
MARGARETA LEKIĆ
LIGHTUNE.G
HIROO IWATA
MARKO BATISTA
ROBERTINA ŠEBJANIČ
IDA HIRŠENFELDER
ALEŠ HIENG-ZERGON
TAKESHI OOZU
SAŠA SPAČAL";The project is focused on exploring and communicating an artistic medium, which takes the shape of a technological device in a critical, provocative, or playful manner. It aims at contextualizing and presenting works that are the result of creative tendencies located at the crossroads of art-design, gadget-hack, and hybrid technologies. ;"Initié en 2004 par l'organisation croate KONTEJNER | bureau des pratiques d'art contemporain, Device_art est une triennale internationale qui explore la relation entre la technologie, art et utilité.
Ce projet se concentre sur l'exploration et la communication comme médium artistique qui prend la forme d'un appareil (device) technologique de manière critique, provocative ou ludique. L'exposition vise à contextualiser et présenter des travaux qui sont le résultat de tendances créatives trouvées aux intersections de art-design, gadget-hacking, et les technologies hybrides. ";;;;;;;
2016;EXHIBIT;In_Digestion: IMCA Undergraduate Exhibit;/EXHIBITS/2016/In_digestion_IMCA_499;;;In_Digestion : Exposition du premier cycle d'IMCA;"Adrian Harper
Ayam Yaldo
Elise Apap
Frank L.
Laurie-Eve Laroche
Lea-Ann McNally
Lysanne Côté
Sarah Da Silva Marques
Sean Gallagher";"In_digestion is a showcase of work by students in the Intermedia program at Concordia University, which combines performance, video, and new media arts.

The title describes the students’ collective artistic process, even though their individual practices differ in nature. This exhibit speaks to the students’ relentless exposure to new ideas and information, which they struggle to fully digest and understand. These works are their way of purging these ideas and unleashing them into the world. This exhibition is a remedy to their In_digestion, allowing them to share fluid, overlapping language and concerns whether focused on challenging social, environmental, and cultural relationships, or bringing awareness of the biological and the biodegradable. Immersing the audience in raw emotions, this is their gut reaction to the world around us. ";"In_digestion est une vitrine de travaux d’étudiants du programme “Intermedia” de l’Université Concordia, qui combine performance, vidéo et nouveaux médias.

Le titre décrit le processus artistique collectif des étudiants, même si leurs pratiques individuelles sont très différentes. Comme étudiants ils sont constamment exposés à de nouvelles idées et informations avec lesquelles nous luttons à pleinement digérer et comprendre. Ces travaux sont leur façon de purger ces idées et de les révéler au monde. Cette exposition est un remède à leur In_digestion, elle leur permet de partager des langages et préoccupations se chevauchant qui sont, par exemple, concentrés sur les relations sociales, environnementales et culturelles, ou encore de lever la conscience du biologique et biodégradable. S’immerger dans les émotions pures, ceci est leur réaction viscérale au monde qui nous entoure. ";;;;;;;
